type,w_title,w_full,w_current,w_problem,w_proposal,w_article,precision_at_5,precision_at_10,ndcg_at_10,mrr,average_relevance,average_legal_meaning_score,num_evaluated_pairs,num_unlabeled_pairs,num_sources,objective_score,candidate_recall_objective,ranking_objective,w_raw,w_structured,w_problem_proposal,w_weighted_field,w_cleaned,w_hybrid
weighted_field,0.1,0.2,0.05,0.3,0.25,0.1,0.3067,0.2204,0.7845,0.5825,1.339,32.97,708,42,75,0.5052,0.4098,0.6182,,,,,,
weighted_field,0.1,0.2,0.05,0.3,0.3,0.05,0.304,0.2195,0.7864,0.5801,1.3361,32.88,717,33,75,0.5039,0.4081,0.6177,,,,,,
weighted_field,0.1,0.2,0.05,0.3,0.35,0.0,0.3067,0.2219,0.7656,0.5514,1.3352,32.64,719,31,75,0.4933,0.4101,0.5988,,,,,,
weighted_field,0.1,0.2,0.05,0.35,0.2,0.1,0.3147,0.2177,0.7846,0.5882,1.3166,32.65,698,52,75,0.5104,0.4068,0.6219,,,,,,
weighted_field,0.1,0.2,0.05,0.35,0.25,0.05,0.3013,0.2213,0.7671,0.5679,1.3329,32.85,706,44,75,0.4944,0.408,0.6042,,,,,,
weighted_field,0.1,0.2,0.05,0.35,0.3,0.0,0.304,0.2201,0.7601,0.5518,1.3347,32.91,711,39,75,0.4904,0.4083,0.596,,,,,,
weighted_field,0.1,0.2,0.05,0.4,0.2,0.05,0.3067,0.2154,0.7795,0.5747,1.3175,32.57,693,57,75,0.5021,0.4035,0.6133,,,,,,
weighted_field,0.1,0.2,0.05,0.4,0.25,0.0,0.3067,0.2164,0.7727,0.5584,1.3153,32.53,701,49,75,0.4968,0.4038,0.6045,,,,,,
weighted_field,0.1,0.2,0.05,0.45,0.2,0.0,0.3067,0.214,0.774,0.5668,1.3116,32.43,690,60,75,0.4989,0.4018,0.608,,,,,,
weighted_field,0.1,0.2,0.1,0.2,0.3,0.1,0.3147,0.225,0.7806,0.5851,1.3628,33.92,725,25,75,0.5085,0.4181,0.619,,,,,,
weighted_field,0.1,0.2,0.1,0.2,0.35,0.05,0.3173,0.223,0.7916,0.6075,1.3619,33.85,724,26,75,0.5176,0.4174,0.6323,,,,,,
weighted_field,0.1,0.2,0.1,0.2,0.4,0.0,0.3227,0.2211,0.7909,0.6042,1.3577,33.68,724,26,75,0.5195,0.417,0.6319,,,,,,
weighted_field,0.1,0.2,0.1,0.25,0.25,0.1,0.312,0.2226,0.7903,0.5885,1.3473,33.39,714,36,75,0.5108,0.4137,0.624,,,,,,
weighted_field,0.1,0.2,0.1,0.25,0.3,0.05,0.3093,0.2218,0.7912,0.5837,1.3384,33.2,724,26,75,0.5088,0.4112,0.6222,,,,,,
weighted_field,0.1,0.2,0.1,0.25,0.35,0.0,0.312,0.2204,0.7784,0.5824,1.3439,33.39,727,23,75,0.506,0.4118,0.6165,,,,,,
weighted_field,0.1,0.2,0.1,0.3,0.2,0.1,0.32,0.2209,0.7876,0.5901,1.3475,33.56,705,45,75,0.5143,0.4147,0.625,,,,,,
weighted_field,0.1,0.2,0.1,0.3,0.25,0.05,0.312,0.2207,0.795,0.587,1.3478,33.35,713,37,75,0.5119,0.4126,0.6256,,,,,,
weighted_field,0.1,0.2,0.1,0.3,0.3,0.0,0.312,0.2223,0.7775,0.5636,1.3473,33.27,717,33,75,0.502,0.4135,0.6095,,,,,,
weighted_field,0.1,0.2,0.1,0.35,0.2,0.05,0.32,0.2213,0.7796,0.58,1.3352,33.26,701,49,75,0.5099,0.4131,0.6178,,,,,,
weighted_field,0.1,0.2,0.1,0.35,0.25,0.0,0.312,0.2189,0.7626,0.5557,1.3315,33.11,709,41,75,0.4959,0.4091,0.6001,,,,,,
weighted_field,0.1,0.2,0.1,0.4,0.2,0.0,0.3147,0.2183,0.7743,0.5643,1.3228,32.9,697,53,75,0.5025,0.4081,0.6089,,,,,,
weighted_field,0.1,0.25,0.0,0.2,0.35,0.1,0.3067,0.2144,0.7922,0.6023,1.3496,33.35,718,32,75,0.5115,0.4078,0.6286,,,,,,
weighted_field,0.1,0.25,0.0,0.2,0.4,0.05,0.3067,0.2148,0.7934,0.6067,1.3394,33.06,719,31,75,0.5127,0.4065,0.6307,,,,,,
weighted_field,0.1,0.25,0.0,0.2,0.45,0.0,0.3147,0.2175,0.78,0.6035,1.3464,33.18,716,34,75,0.5121,0.4111,0.6252,,,,,,
weighted_field,0.1,0.25,0.0,0.25,0.3,0.1,0.3067,0.2199,0.7857,0.5891,1.345,33.09,716,34,75,0.5069,0.4104,0.6211,,,,,,
weighted_field,0.1,0.25,0.0,0.25,0.35,0.05,0.3093,0.2169,0.7895,0.5919,1.3315,32.74,721,29,75,0.5099,0.4072,0.6243,,,,,,
weighted_field,0.1,0.25,0.0,0.25,0.4,0.0,0.312,0.2183,0.7785,0.593,1.3458,33.11,723,27,75,0.5081,0.4109,0.6203,,,,,,
weighted_field,0.1,0.25,0.0,0.3,0.25,0.1,0.304,0.2171,0.7887,0.5887,1.3235,32.66,711,39,75,0.5064,0.4048,0.6218,,,,,,
weighted_field,0.1,0.25,0.0,0.3,0.3,0.05,0.304,0.2152,0.7782,0.5756,1.3245,32.44,718,32,75,0.5006,0.4038,0.6124,,,,,,
weighted_field,0.1,0.25,0.0,0.3,0.35,0.0,0.3013,0.2171,0.7685,0.5715,1.3232,32.34,721,29,75,0.4955,0.4041,0.6061,,,,,,
weighted_field,0.1,0.25,0.0,0.35,0.2,0.1,0.3067,0.2139,0.7826,0.5834,1.3127,32.49,694,56,75,0.5048,0.4019,0.6177,,,,,,
weighted_field,0.1,0.25,0.0,0.35,0.25,0.05,0.296,0.2163,0.7749,0.5853,1.3244,32.57,706,44,75,0.4975,0.4024,0.6128,,,,,,
weighted_field,0.1,0.25,0.0,0.35,0.3,0.0,0.304,0.2172,0.7582,0.5573,1.3226,32.5,713,37,75,0.4909,0.4047,0.597,,,,,,
weighted_field,0.1,0.25,0.0,0.4,0.2,0.05,0.3067,0.2123,0.774,0.5853,1.3124,32.49,685,65,75,0.5026,0.4009,0.6145,,,,,,
weighted_field,0.1,0.25,0.0,0.4,0.25,0.0,0.296,0.2112,0.7749,0.5747,1.3023,32.15,698,52,75,0.4954,0.3961,0.6091,,,,,,
weighted_field,0.1,0.25,0.0,0.45,0.2,0.0,0.3093,0.215,0.7739,0.5775,1.312,32.45,686,64,75,0.5023,0.4031,0.6122,,,,,,
weighted_field,0.1,0.25,0.05,0.2,0.3,0.1,0.3093,0.2198,0.7938,0.6074,1.3564,33.77,721,29,75,0.5143,0.4127,0.6317,,,,,,
weighted_field,0.1,0.25,0.05,0.2,0.35,0.05,0.3173,0.2201,0.7956,0.6104,1.3494,33.39,727,23,75,0.5194,0.4138,0.6351,,,,,,
weighted_field,0.1,0.25,0.05,0.2,0.4,0.0,0.32,0.2157,0.7861,0.5915,1.3444,33.3,726,24,75,0.5141,0.4111,0.6248,,,,,,
weighted_field,0.1,0.25,0.05,0.25,0.25,0.1,0.3147,0.2195,0.7873,0.6044,1.3394,33.13,716,34,75,0.5144,0.4113,0.6288,,,,,,
weighted_field,0.1,0.25,0.05,0.25,0.3,0.05,0.3067,0.2176,0.8015,0.6033,1.3287,32.92,724,26,75,0.5145,0.4065,0.6332,,,,,,
weighted_field,0.1,0.25,0.05,0.25,0.35,0.0,0.3147,0.2201,0.7885,0.5946,1.3329,32.91,727,23,75,0.5128,0.4107,0.6259,,,,,,
weighted_field,0.1,0.25,0.05,0.3,0.2,0.1,0.3173,0.217,0.7869,0.5919,1.33,32.99,703,47,75,0.5131,0.409,0.6247,,,,,,
weighted_field,0.1,0.25,0.05,0.3,0.25,0.05,0.3067,0.2192,0.7844,0.5876,1.3371,32.93,712,38,75,0.5062,0.4088,0.62,,,,,,
weighted_field,0.1,0.25,0.05,0.3,0.3,0.0,0.3067,0.2203,0.777,0.5716,1.3319,32.64,720,30,75,0.5008,0.4086,0.611,,,,,,
weighted_field,0.1,0.25,0.05,0.35,0.2,0.05,0.3147,0.2163,0.7805,0.5871,1.3167,32.62,701,49,75,0.5089,0.406,0.6197,,,,,,
weighted_field,0.1,0.25,0.05,0.35,0.25,0.0,0.3067,0.217,0.7686,0.5709,1.3216,32.63,709,41,75,0.4981,0.4051,0.607,,,,,,
weighted_field,0.1,0.25,0.05,0.4,0.2,0.0,0.3147,0.2124,0.7824,0.5769,1.3007,32.27,695,55,75,0.5074,0.4012,0.6169,,,,,,
weighted_field,0.1,0.25,0.1,0.2,0.25,0.1,0.312,0.2268,0.7913,0.6055,1.376,34.24,718,32,75,0.5145,0.4205,0.6304,,,,,,
weighted_field,0.1,0.25,0.1,0.2,0.3,0.05,0.3093,0.2229,0.7939,0.6097,1.3591,33.9,724,26,75,0.5148,0.4149,0.6325,,,,,,
weighted_field,0.1,0.25,0.1,0.2,0.35,0.0,0.3173,0.2219,0.7905,0.6009,1.3669,34.2,725,25,75,0.516,0.4175,0.6295,,,,,,
weighted_field,0.1,0.25,0.1,0.25,0.2,0.1,0.3147,0.2209,0.7951,0.5999,1.3606,33.68,710,40,75,0.5159,0.4153,0.6307,,,,,,
weighted_field,0.1,0.25,0.1,0.25,0.25,0.05,0.3067,0.2203,0.7975,0.6038,1.3399,33.36,715,35,75,0.5134,0.4098,0.6315,,,,,,
weighted_field,0.1,0.25,0.1,0.25,0.3,0.0,0.312,0.2233,0.7883,0.5964,1.3494,33.61,724,26,75,0.5118,0.4144,0.6259,,,,,,
weighted_field,0.1,0.25,0.1,0.3,0.2,0.05,0.3227,0.2215,0.7882,0.5899,1.3549,33.61,710,40,75,0.5158,0.4168,0.6257,,,,,,
weighted_field,0.1,0.25,0.1,0.3,0.25,0.0,0.312,0.2217,0.7899,0.5851,1.3538,33.49,715,35,75,0.51,0.4141,0.6226,,,,,,
weighted_field,0.1,0.25,0.1,0.35,0.2,0.0,0.3173,0.2177,0.7775,0.5753,1.3253,32.93,704,46,75,0.507,0.4087,0.6147,,,,,,
weighted_field,0.1,0.3,0.0,0.2,0.3,0.1,0.3067,0.2188,0.7929,0.596,1.3561,33.61,716,34,75,0.5104,0.4114,0.6267,,,,,,
weighted_field,0.1,0.3,0.0,0.2,0.35,0.05,0.304,0.2146,0.7983,0.6112,1.3426,33.19,718,32,75,0.5137,0.4062,0.634,,,,,,
weighted_field,0.1,0.3,0.0,0.2,0.4,0.0,0.304,0.215,0.7947,0.6001,1.337,33.18,721,29,75,0.5104,0.4055,0.6284,,,,,,
weighted_field,0.1,0.3,0.0,0.25,0.25,0.1,0.3147,0.2161,0.7874,0.6054,1.338,33.08,716,34,75,0.5147,0.409,0.6292,,,,,,
weighted_field,0.1,0.3,0.0,0.25,0.3,0.05,0.304,0.2212,0.7946,0.6088,1.3445,33.13,717,33,75,0.5121,0.4104,0.6314,,,,,,
weighted_field,0.1,0.3,0.0,0.25,0.35,0.0,0.3067,0.2173,0.7823,0.5845,1.3431,33.2,717,33,75,0.5049,0.4085,0.6179,,,,,,
weighted_field,0.1,0.3,0.0,0.3,0.2,0.1,0.3093,0.2168,0.7885,0.5907,1.32,32.71,700,50,75,0.5093,0.4054,0.6234,,,,,,
weighted_field,0.1,0.3,0.0,0.3,0.25,0.05,0.3093,0.2145,0.787,0.5942,1.3151,32.5,714,36,75,0.5096,0.4033,0.624,,,,,,
weighted_field,0.1,0.3,0.0,0.3,0.3,0.0,0.2987,0.215,0.773,0.5717,1.3227,32.49,719,31,75,0.4956,0.4021,0.6077,,,,,,
weighted_field,0.1,0.3,0.0,0.35,0.2,0.05,0.304,0.2132,0.7812,0.5861,1.3152,32.61,698,52,75,0.5036,0.4012,0.6175,,,,,,
weighted_field,0.1,0.3,0.0,0.35,0.25,0.0,0.3067,0.2146,0.7739,0.5799,1.3167,32.54,701,49,75,0.5015,0.4029,0.6126,,,,,,
weighted_field,0.1,0.3,0.0,0.4,0.2,0.0,0.304,0.2095,0.7767,0.5768,1.2942,32.1,690,60,75,0.5004,0.3958,0.6122,,,,,,
weighted_field,0.1,0.3,0.05,0.2,0.25,0.1,0.3093,0.2181,0.8047,0.6204,1.3565,33.75,718,32,75,0.5201,0.4117,0.6411,,,,,,
weighted_field,0.1,0.3,0.05,0.2,0.3,0.05,0.3013,0.2211,0.8049,0.6236,1.3601,33.76,722,28,75,0.5168,0.412,0.6407,,,,,,
weighted_field,0.1,0.3,0.05,0.2,0.35,0.0,0.3067,0.2172,0.8046,0.6169,1.3508,33.51,724,26,75,0.5181,0.4096,0.6393,,,,,,
weighted_field,0.1,0.3,0.05,0.25,0.2,0.1,0.3173,0.2151,0.7897,0.6076,1.3357,33.22,712,38,75,0.5171,0.4087,0.6315,,,,,,
weighted_field,0.1,0.3,0.05,0.25,0.25,0.05,0.3147,0.2183,0.7945,0.6136,1.3375,33.07,717,33,75,0.5184,0.4103,0.6352,,,,,,
weighted_field,0.1,0.3,0.05,0.25,0.3,0.0,0.3067,0.2194,0.7979,0.6078,1.3398,33.34,724,26,75,0.5143,0.4093,0.6331,,,,,,
weighted_field,0.1,0.3,0.05,0.3,0.2,0.05,0.3173,0.2157,0.7897,0.5927,1.3366,33.15,707,43,75,0.5141,0.4092,0.6263,,,,,,
weighted_field,0.1,0.3,0.05,0.3,0.25,0.0,0.3093,0.2153,0.7813,0.5772,1.3338,32.91,719,31,75,0.5045,0.4066,0.6155,,,,,,
weighted_field,0.1,0.3,0.05,0.35,0.2,0.0,0.3093,0.2144,0.7759,0.5815,1.3148,32.71,702,48,75,0.5037,0.4032,0.6145,,,,,,
weighted_field,0.1,0.3,0.1,0.2,0.2,0.1,0.312,0.2255,0.7968,0.6033,1.375,34.45,712,38,75,0.5157,0.4195,0.6321,,,,,,
weighted_field,0.1,0.3,0.1,0.2,0.25,0.05,0.3147,0.2253,0.7999,0.6122,1.3747,34.41,718,32,75,0.5198,0.4201,0.6372,,,,,,
weighted_field,0.1,0.3,0.1,0.2,0.3,0.0,0.312,0.2207,0.8021,0.6204,1.3564,33.93,724,26,75,0.5207,0.4139,0.6405,,,,,,
weighted_field,0.1,0.3,0.1,0.25,0.2,0.05,0.3093,0.2192,0.7931,0.6079,1.3524,33.73,715,35,75,0.5142,0.4117,0.6315,,,,,,
weighted_field,0.1,0.3,0.1,0.25,0.25,0.0,0.304,0.2181,0.7865,0.5949,1.3468,33.6,718,32,75,0.5069,0.4089,0.6229,,,,,,
weighted_field,0.1,0.3,0.1,0.3,0.2,0.0,0.3147,0.2187,0.7788,0.5767,1.3501,33.45,714,36,75,0.5063,0.4124,0.6152,,,,,,
weighted_field,0.1,0.35,0.0,0.2,0.25,0.1,0.312,0.2189,0.8061,0.6227,1.3479,33.56,710,40,75,0.5224,0.4115,0.6431,,,,,,
weighted_field,0.1,0.35,0.0,0.2,0.3,0.05,0.312,0.2195,0.8063,0.616,1.357,33.73,717,33,75,0.5211,0.4133,0.6408,,,,,,
weighted_field,0.1,0.35,0.0,0.2,0.35,0.0,0.312,0.2149,0.8009,0.6078,1.3366,33.26,719,31,75,0.5178,0.4074,0.6355,,,,,,
weighted_field,0.1,0.35,0.0,0.25,0.2,0.1,0.3013,0.2164,0.7872,0.6051,1.3281,33.06,704,46,75,0.5078,0.4044,0.6263,,,,,,
weighted_field,0.1,0.35,0.0,0.25,0.25,0.05,0.3093,0.2161,0.7964,0.6151,1.3291,32.89,717,33,75,0.5166,0.4063,0.6355,,,,,,
weighted_field,0.1,0.35,0.0,0.25,0.3,0.0,0.312,0.2193,0.7886,0.6033,1.3389,33.25,717,33,75,0.5132,0.4104,0.6284,,,,,,
weighted_field,0.1,0.35,0.0,0.3,0.2,0.05,0.304,0.2152,0.7828,0.5832,1.3092,32.48,705,45,75,0.5035,0.4015,0.6172,,,,,,
weighted_field,0.1,0.35,0.0,0.3,0.25,0.0,0.304,0.2121,0.7789,0.5853,1.3119,32.57,715,35,75,0.5027,0.4,0.6162,,,,,,
weighted_field,0.1,0.35,0.0,0.35,0.2,0.0,0.3093,0.2067,0.7791,0.5713,1.2984,32.26,697,53,75,0.5026,0.3961,0.6124,,,,,,
weighted_field,0.1,0.35,0.05,0.2,0.2,0.1,0.3147,0.218,0.8016,0.6247,1.3615,33.99,711,39,75,0.5228,0.4137,0.6423,,,,,,
weighted_field,0.1,0.35,0.05,0.2,0.25,0.05,0.312,0.218,0.8102,0.6173,1.3491,33.71,719,31,75,0.5225,0.4112,0.643,,,,,,
weighted_field,0.1,0.35,0.05,0.2,0.3,0.0,0.3093,0.2204,0.8042,0.6225,1.3555,33.8,723,27,75,0.5204,0.4129,0.6416,,,,,,
weighted_field,0.1,0.35,0.05,0.25,0.2,0.05,0.312,0.2153,0.7954,0.6142,1.3376,33.28,711,39,75,0.5175,0.4078,0.6353,,,,,,
weighted_field,0.1,0.35,0.05,0.25,0.25,0.0,0.3173,0.2189,0.7915,0.6114,1.3422,33.23,716,34,75,0.5184,0.412,0.6336,,,,,,
weighted_field,0.1,0.35,0.05,0.3,0.2,0.0,0.3147,0.2145,0.7797,0.5843,1.3291,33.03,711,39,75,0.5081,0.4067,0.6183,,,,,,
weighted_field,0.1,0.35,0.1,0.2,0.2,0.05,0.312,0.2212,0.8041,0.6099,1.3675,34.25,713,37,75,0.5192,0.4158,0.6377,,,,,,
weighted_field,0.1,0.35,0.1,0.2,0.25,0.0,0.3173,0.2214,0.8002,0.6122,1.3672,34.2,719,31,75,0.5212,0.4172,0.6378,,,,,,
weighted_field,0.1,0.35,0.1,0.25,0.2,0.0,0.3147,0.2208,0.781,0.5972,1.3501,33.64,717,33,75,0.5111,0.4137,0.6234,,,,,,
weighted_field,0.15,0.1,0.0,0.2,0.45,0.1,0.3173,0.2295,0.7722,0.5819,1.3829,34.21,692,58,75,0.5067,0.4245,0.6146,,,,,,
weighted_field,0.15,0.1,0.0,0.25,0.4,0.1,0.312,0.2276,0.766,0.5715,1.3718,33.74,694,56,75,0.5001,0.4203,0.6071,,,,,,
weighted_field,0.15,0.1,0.0,0.25,0.45,0.05,0.3173,0.2236,0.7684,0.5784,1.3561,33.49,702,48,75,0.5049,0.4169,0.6117,,,,,,
weighted_field,0.15,0.1,0.0,0.3,0.35,0.1,0.3093,0.2266,0.7683,0.5596,1.3425,33.07,692,58,75,0.4971,0.4147,0.6035,,,,,,
weighted_field,0.15,0.1,0.0,0.3,0.4,0.05,0.3013,0.2268,0.7644,0.5696,1.3429,32.94,694,56,75,0.4939,0.4128,0.6036,,,,,,
weighted_field,0.15,0.1,0.0,0.3,0.45,0.0,0.312,0.2232,0.7576,0.5604,1.3357,32.73,700,50,75,0.4954,0.4123,0.5995,,,,,,
weighted_field,0.15,0.1,0.0,0.35,0.3,0.1,0.3173,0.2263,0.7694,0.5569,1.3488,33.06,688,62,75,0.5009,0.4174,0.6046,,,,,,
weighted_field,0.15,0.1,0.0,0.35,0.35,0.05,0.3093,0.2236,0.7644,0.5578,1.3425,32.94,692,58,75,0.4955,0.4129,0.6011,,,,,,
weighted_field,0.15,0.1,0.0,0.35,0.4,0.0,0.304,0.2254,0.7546,0.5475,1.3305,32.6,696,54,75,0.4879,0.4108,0.592,,,,,,
weighted_field,0.15,0.1,0.0,0.4,0.25,0.1,0.3067,0.2185,0.7723,0.5634,1.3284,32.85,679,71,75,0.4977,0.407,0.6061,,,,,,
weighted_field,0.15,0.1,0.0,0.4,0.3,0.05,0.3093,0.2199,0.7631,0.5445,1.329,32.67,687,63,75,0.4925,0.4086,0.5958,,,,,,
weighted_field,0.15,0.1,0.0,0.4,0.35,0.0,0.3093,0.2234,0.7528,0.5314,1.3285,32.58,691,59,75,0.4868,0.4106,0.5866,,,,,,
weighted_field,0.15,0.1,0.0,0.45,0.2,0.1,0.3067,0.217,0.777,0.5628,1.3249,32.78,668,82,75,0.499,0.4056,0.608,,,,,,
weighted_field,0.15,0.1,0.0,0.45,0.25,0.05,0.3067,0.215,0.7735,0.559,1.324,32.67,676,74,75,0.4972,0.4043,0.6051,,,,,,
weighted_field,0.15,0.1,0.0,0.45,0.3,0.0,0.3013,0.2163,0.7648,0.5408,1.3104,32.29,683,67,75,0.4883,0.4017,0.5937,,,,,,
weighted_field,0.15,0.1,0.05,0.2,0.4,0.1,0.3307,0.2263,0.782,0.5758,1.3702,34.16,697,53,75,0.5151,0.424,0.6196,,,,,,
weighted_field,0.15,0.1,0.05,0.2,0.45,0.05,0.3333,0.2246,0.7855,0.5893,1.372,34.15,699,51,75,0.5202,0.4239,0.6264,,,,,,
weighted_field,0.15,0.1,0.05,0.25,0.35,0.1,0.3093,0.2283,0.7712,0.5713,1.3596,33.59,698,52,75,0.5003,0.4182,0.6089,,,,,,
weighted_field,0.15,0.1,0.05,0.25,0.4,0.05,0.3173,0.2279,0.7813,0.5851,1.359,33.75,702,48,75,0.5101,0.4199,0.6198,,,,,,
weighted_field,0.15,0.1,0.05,0.25,0.45,0.0,0.328,0.227,0.7732,0.5735,1.3555,33.52,706,44,75,0.5107,0.4215,0.6143,,,,,,
weighted_field,0.15,0.1,0.05,0.3,0.3,0.1,0.312,0.2257,0.7726,0.5638,1.3425,33.21,692,58,75,0.5005,0.4148,0.6074,,,,,,
weighted_field,0.15,0.1,0.05,0.3,0.35,0.05,0.3067,0.2261,0.7688,0.5709,1.3415,33.03,697,53,75,0.4982,0.4136,0.6071,,,,,,
weighted_field,0.15,0.1,0.05,0.3,0.4,0.0,0.3067,0.2251,0.7547,0.5612,1.3409,32.96,701,49,75,0.492,0.4129,0.5974,,,,,,
weighted_field,0.15,0.1,0.05,0.35,0.25,0.1,0.3067,0.2253,0.7764,0.5649,1.3328,32.96,685,65,75,0.4992,0.4118,0.6084,,,,,,
weighted_field,0.15,0.1,0.05,0.35,0.3,0.05,0.3067,0.2236,0.7662,0.5528,1.33,32.79,691,59,75,0.4938,0.4103,0.5996,,,,,,
weighted_field,0.15,0.1,0.05,0.35,0.35,0.0,0.3067,0.2234,0.7552,0.54,1.319,32.49,696,54,75,0.4879,0.4086,0.5902,,,,,,
weighted_field,0.15,0.1,0.05,0.4,0.2,0.1,0.312,0.2226,0.7835,0.5813,1.3368,33.17,680,70,75,0.5073,0.4121,0.6184,,,,,,
weighted_field,0.15,0.1,0.05,0.4,0.25,0.05,0.312,0.2197,0.7711,0.5615,1.3353,33.01,680,70,75,0.4996,0.4101,0.6059,,,,,,
weighted_field,0.15,0.1,0.05,0.4,0.3,0.0,0.3013,0.2233,0.7588,0.5316,1.3275,32.73,687,63,75,0.4846,0.4084,0.5878,,,,,,
weighted_field,0.15,0.1,0.05,0.45,0.2,0.05,0.3067,0.2191,0.782,0.5767,1.3274,33.0,675,75,75,0.5033,0.4072,0.6151,,,,,,
weighted_field,0.15,0.1,0.05,0.45,0.25,0.0,0.312,0.2161,0.7745,0.5502,1.3215,32.8,678,72,75,0.4984,0.4059,0.6035,,,,,,
weighted_field,0.15,0.1,0.1,0.2,0.35,0.1,0.3307,0.2283,0.781,0.5796,1.3805,34.4,699,51,75,0.5156,0.4267,0.6205,,,,,,
weighted_field,0.15,0.1,0.1,0.2,0.4,0.05,0.3333,0.2311,0.7859,0.582,1.3868,34.59,698,52,75,0.5188,0.43,0.624,,,,,,
weighted_field,0.15,0.1,0.1,0.2,0.45,0.0,0.3387,0.2306,0.78,0.5779,1.3816,34.38,697,53,75,0.5189,0.4303,0.621,,,,,,
weighted_field,0.15,0.1,0.1,0.25,0.3,0.1,0.3253,0.229,0.7841,0.5851,1.363,33.78,697,53,75,0.5149,0.4232,0.6227,,,,,,
weighted_field,0.15,0.1,0.1,0.25,0.35,0.05,0.328,0.2272,0.7706,0.5738,1.3574,33.66,705,45,75,0.5099,0.4219,0.6132,,,,,,
weighted_field,0.15,0.1,0.1,0.25,0.4,0.0,0.328,0.2279,0.771,0.5702,1.3559,33.62,708,42,75,0.5093,0.4221,0.6121,,,,,,
weighted_field,0.15,0.1,0.1,0.3,0.25,0.1,0.312,0.2288,0.7804,0.5759,1.3547,33.63,688,62,75,0.5053,0.4185,0.6151,,,,,,
weighted_field,0.15,0.1,0.1,0.3,0.3,0.05,0.3173,0.2284,0.7752,0.5811,1.3506,33.44,696,54,75,0.5074,0.419,0.6157,,,,,,
weighted_field,0.15,0.1,0.1,0.3,0.35,0.0,0.312,0.227,0.7622,0.5592,1.3443,33.06,700,50,75,0.4965,0.4158,0.6011,,,,,,
weighted_field,0.15,0.1,0.1,0.35,0.2,0.1,0.3173,0.2245,0.7832,0.5696,1.345,33.53,684,66,75,0.5075,0.4158,0.6153,,,,,,
weighted_field,0.15,0.1,0.1,0.35,0.25,0.05,0.3147,0.2246,0.7757,0.5724,1.3421,33.32,687,63,75,0.5045,0.4147,0.6123,,,,,,
weighted_field,0.15,0.1,0.1,0.35,0.3,0.0,0.3093,0.2248,0.766,0.559,1.328,32.85,692,58,75,0.4963,0.4114,0.6022,,,,,,
weighted_field,0.15,0.1,0.1,0.4,0.2,0.05,0.3147,0.2194,0.7804,0.5629,1.3314,33.23,679,71,75,0.504,0.41,0.6111,,,,,,
weighted_field,0.15,0.1,0.1,0.4,0.25,0.0,0.3093,0.2248,0.7664,0.552,1.3382,33.24,686,64,75,0.495,0.4129,0.5999,,,,,,
weighted_field,0.15,0.1,0.1,0.45,0.2,0.0,0.304,0.2181,0.7746,0.5557,1.3152,32.7,679,71,75,0.4955,0.4041,0.6039,,,,,,
weighted_field,0.15,0.15,0.0,0.2,0.4,0.1,0.32,0.2259,0.7856,0.5963,1.3882,34.52,693,57,75,0.5149,0.4238,0.6262,,,,,,
weighted_field,0.15,0.15,0.0,0.2,0.45,0.05,0.3227,0.2272,0.7833,0.6055,1.3716,34.1,697,53,75,0.5174,0.4227,0.629,,,,,,
weighted_field,0.15,0.15,0.0,0.25,0.35,0.1,0.312,0.2248,0.7872,0.5849,1.3597,33.57,695,55,75,0.5091,0.4168,0.6214,,,,,,
weighted_field,0.15,0.15,0.0,0.25,0.4,0.05,0.3173,0.2283,0.7802,0.5888,1.3617,33.64,705,45,75,0.5105,0.4206,0.6206,,,,,,
weighted_field,0.15,0.15,0.0,0.25,0.45,0.0,0.3173,0.2282,0.7678,0.5799,1.3693,33.79,704,46,75,0.505,0.4216,0.6119,,,,,,
weighted_field,0.15,0.15,0.0,0.3,0.3,0.1,0.3147,0.2248,0.7776,0.5703,1.3545,33.47,694,56,75,0.5047,0.4167,0.6125,,,,,,
weighted_field,0.15,0.15,0.0,0.3,0.35,0.05,0.312,0.2256,0.7789,0.5834,1.3539,33.44,698,52,75,0.5063,0.4164,0.6171,,,,,,
weighted_field,0.15,0.15,0.0,0.3,0.4,0.0,0.312,0.2263,0.7604,0.563,1.3481,33.14,698,52,75,0.4967,0.416,0.6016,,,,,,
weighted_field,0.15,0.15,0.0,0.35,0.25,0.1,0.312,0.2216,0.7809,0.5721,1.343,33.22,688,62,75,0.5047,0.4124,0.614,,,,,,
weighted_field,0.15,0.15,0.0,0.35,0.3,0.05,0.312,0.2228,0.7676,0.5579,1.3534,33.37,699,51,75,0.4979,0.4147,0.6031,,,,,,
weighted_field,0.15,0.15,0.0,0.35,0.35,0.0,0.3067,0.2229,0.7606,0.5427,1.3386,32.92,697,53,75,0.4901,0.4112,0.5936,,,,,,
weighted_field,0.15,0.15,0.0,0.4,0.2,0.1,0.3173,0.2209,0.7801,0.5639,1.3412,33.29,677,73,75,0.5055,0.413,0.6119,,,,,,
weighted_field,0.15,0.15,0.0,0.4,0.25,0.05,0.312,0.2175,0.7805,0.5677,1.3372,33.0,682,68,75,0.5037,0.4091,0.6123,,,,,,
weighted_field,0.15,0.15,0.0,0.4,0.3,0.0,0.3067,0.2201,0.765,0.5428,1.3333,32.88,696,54,75,0.4914,0.4087,0.5956,,,,,,
